datetime,Temp,Humidity,Wind_Speed_km,Temp_bins,Humidity_bins,Wind_Speed_bins,date,count,count_bins,Temp_norm,Humid_norm,weather_score
2017-07-06,291.73875,83.375,0.2565411614550096,Medium,High,Medium,July,42,Medium,0.016325170747961477,0.8313192346424977,1.1041855668454688
2017-07-07,299.49,67.625,0.2878111040204212,High,Medium,Medium,July,45,Medium,0.569709193022538,0.6409869083585097,1.4985072054014688
2017-07-08,296.3545833333333,73.66666666666667,0.16336949585194643,High,High,Medium,July,27,Low,0.3458627828942684,0.7139979859013094,1.2232302646475242
2017-07-09,296.8983333333333,67.75,0.13337587747287813,High,Medium,Low,July,39,Medium,0.3846826586706649,0.6424974823766365,1.1605560185201795
2017-07-10,297.0825,28.70833333333333,0.04913848117421826,High,Low,Low,July,42,Medium,0.39783084648152156,0.17069486404833834,0.6176641917040782
2017-07-11,291.16333333333336,66.95833333333333,0.059987236758136574,Medium,Medium,Low,July,45,Medium,0.022310273434711116,0.6329305135951662,0.7152280237880139
2017-07-13,296.835,77.66666666666667,0.34205488194001277,High,High,High,July,30,Low,0.3801611099212302,0.7623363544813697,1.4845523463426127
2017-07-14,296.6245833333333,78.54166666666667,0.410338225909381,High,High,High,July,31,Low,0.3651388591418575,0.772910372608258,1.5483874576594965
2017-07-15,297.3675,77.625,0.39310784939374604,High,High,High,July,18,Low,0.4181778158539799,0.7618328298086607,1.5731184950563868
2017-07-16,297.44375,73.25,0.33567326100829614,High,Medium,High,July,24,Low,0.42362152257205055,0.7089627391742196,1.4682575227545662
2017-07-17,297.1816666666667,72.125,0.16719846841097644,High,Medium,Medium,July,36,Low,0.40491063991813825,0.6953675730110777,1.2674766813401923
2017-07-18,296.77375,72.375,0.2724952137843012,High,Medium,Medium,July,57,High,0.3757882963280288,0.6983887210473314,1.3466722311596615
2017-07-19,297.2275,71.41666666666667,0.24505424377791962,High,Medium,Medium,July,45,Medium,0.4081828133552303,0.6868076535750253,1.3400447107081752
2017-07-20,297.5733333333333,70.29166666666667,0.13911933631142312,High,Medium,Low,July,34,Low,0.43287284928964176,0.6732124874118833,1.2452046730129482
2017-07-21,296.7091666666667,68.04166666666667,0.06636885768985325,High,Medium,Low,July,32,Low,0.3711775064848573,0.6460221550855993,1.08356851926031
2017-07-22,297.0308333333333,71.125,0.14677728142948313,High,Medium,Low,July,30,Low,0.39414221460698196,0.6832829808660625,1.2242024769025277
2017-07-23,297.05875,72.375,0.1735800893426931,High,Medium,Medium,July,30,Low,0.3961352657004831,0.6983887210473314,1.2681040760905076
2017-07-24,296.1175,70.375,0.15890236119974477,High,Medium,Medium,July,40,Medium,0.3289367221151354,0.6742195367573012,1.1620586200721814
2017-07-25,296.0720833333333,73.125,0.14932992980216978,High,Medium,Low,July,40,Medium,0.3256942957092876,0.7074521651560928,1.1824763906675502
2017-07-26,296.34125,71.79166666666667,0.3261008296107211,High,Medium,High,July,33,Low,0.3449108778943883,0.691339375629406,1.3623510831345154
2017-07-27,296.7754166666667,70.54166666666667,0.13082322910019148,High,Medium,Low,July,33,Low,0.3759072844530138,0.6762336354481371,1.1829641490013425
2017-07-28,296.59375,73.79166666666667,0.1640076579451181,High,High,Medium,July,27,Low,0.3629375788296347,0.7155085599194362,1.2424537966941889
2017-07-29,295.85375,71.375,0.11614550095724317,High,Medium,Low,July,23,Low,0.3101068513362381,0.6863041289023163,1.1125564811957975
2017-07-30,296.3229166666667,73.16666666666667,0.2948308870453096,High,Medium,Medium,July,24,Low,0.3436020085195531,0.7079556898288017,1.3463885853936643
2017-07-31,295.60625,80.25,0.219527760051053,High,High,Medium,July,16,Low,0.29243711477594675,0.7935548841893255,1.3055197590163254
2017-08-01,288.93875,52.583333333333336,0.14103382259093813,Low,Low,Low,August,31,Low,0.1811296732586076,0.4592145015105741,0.7813779973601198
2017-08-02,289.6333333333333,90.75,0.11805998723675816,Medium,High,Low,August,26,Low,0.13154137217105885,0.9204431017119841,1.170044461119801
2017-08-03,290.2629166666667,47.0,0.2380344607530313,Medium,Low,Medium,August,32,Low,0.0865936079579258,0.39174219536757304,0.7163702640785302
2017-08-04,289.0995833333333,75.95833333333333,0.5239310784939376,Low,High,High,August,33,Low,0.16964731919754528,0.7416918429003022,1.4352702405917852
2017-08-05,286.84583333333336,73.625,0.2724952137843012,Low,High,Medium,August,31,Low,0.3305490112086796,0.7134944612286003,1.316538686221581
2017-08-06,291.6175,84.66666666666667,0.41927249521378435,Medium,High,High,August,25,Low,0.007668784655295351,0.8469284994964756,1.2738697793655553
2017-08-07,301.12208333333336,53.208333333333336,0.1940012763241864,High,Low,Medium,August,46,Medium,0.6862283144142242,0.4667673716012085,1.346996962339619
2017-08-08,297.26375,70.41666666666667,0.1895341416719847,High,Medium,Medium,August,37,Low,0.4107708050736565,0.6747230614300103,1.2750280081756515
2017-08-09,296.5225,69.16666666666667,0.1282705807275048,High,Medium,Low,August,49,Medium,0.3578508364865191,0.6596173212487413,1.1457387384627653
2017-08-10,294.93458333333336,63.79166666666666,0.12188895979578816,High,Medium,Low,August,41,Medium,0.244484900406944,0.5946626384692849,0.9610364986720171
2017-08-11,291.3076210875,65.0,0.0689215060625399,Medium,Medium,Low,August,33,Low,0.012009155838747078,0.609264853977845,0.690195515879132
2017-08-13,295.89833333333337,74.16666666666667,0.15954052329291643,High,High,Medium,August,36,Low,0.3132897836795934,0.7200402819738169,1.1928705889463267
2017-08-14,295.40208333333334,74.79166666666667,0.2437779195915763,High,High,Medium,August,32,Low,0.2778610694652699,0.7275931520644513,1.2492321411212974
2017-08-15,294.0233333333333,75.66666666666667,0.31525207402680283,Medium,High,High,August,36,Low,0.17942814307132268,0.7381671701913395,1.232847387289465
2017-08-16,292.95525000000004,68.29166666666667,0.1735800893426931,Medium,Medium,Medium,August,52,Medium,0.10317460317460872,0.6490433031218531,0.9257979956391549
2017-08-17,294.75625,70.41666666666667,0.07275047862156989,High,Medium,Low,August,50,Medium,0.23175317103353496,0.6747230614300103,0.9792267110851152
2017-08-18,295.20375,72.79166666666667,0.17932354818123808,High,Medium,Medium,August,60,High,0.2637014825920406,0.7034239677744211,1.1464489985476998
2017-08-19,295.0745833333333,72.20833333333333,0.14039566049776647,High,Medium,Low,August,26,Low,0.25447990290568956,0.6963746223564955,1.0912501857599515
2017-08-20,294.86,68.79166666666667,0.08296107211231653,High,Medium,Low,August,36,Low,0.2391601818138584,0.6550855991943607,0.9772068531205356
2017-08-21,294.93375,69.91666666666667,0.2616464582003829,High,Medium,Medium,August,37,Low,0.24442540634444745,0.6686807653575026,1.174752629902333
2017-08-22,295.59541666666667,71.70833333333333,0.2029355456285897,High,Medium,Medium,August,32,Low,0.29166369196354414,0.690332326283988,1.184931563876122
2017-08-23,295.3929166666667,75.91666666666667,0.2086790044671347,High,High,Medium,August,36,Low,0.2772066347778523,0.7411883182275933,1.2270739574725804
2017-08-24,294.31458333333336,72.875,0.1940012763241864,High,Medium,Medium,August,41,Medium,0.20022131791247685,0.7044310171198389,1.0986536113565022
2017-08-25,294.3895833333333,78.875,0.22973835354179967,High,High,Medium,August,50,Medium,0.20557578353680264,0.7769385699899297,1.212252707068532
2017-08-26,296.06,76.75,0.20740268028079137,High,High,Medium,August,34,Low,0.3248316318031483,0.7512588116817726,1.2834931237657121
2017-08-27,297.0725,85.04166666666667,0.3477983407785578,High,High,High,August,26,Low,0.39711691773161145,0.8514602215508562,1.5963754800610255
2017-08-28,298.2895833333333,79.79166666666667,0.21250797702616467,High,High,Medium,August,42,Medium,0.48400799600199984,0.788016112789527,1.4845320858176916
2017-08-29,300.49333333333334,63.208333333333336,0.09444798978940654,High,Low,Low,August,38,Medium,0.6413400442635836,0.5876132930513596,1.3234013271043497
2017-08-30,301.135,56.79166666666666,0.11614550095724317,High,Low,Low,August,50,Medium,0.687150472382856,0.5100704934541792,1.3133664667942784
2017-08-31,302.2933333333333,49.91666666666666,0.2546266751754946,High,Low,Medium,August,42,Medium,0.7698472192475164,0.4269889224572003,1.4514628168802113
2017-09-01,288.5570833333333,70.54166666666667,0.16273133375877474,Low,Medium,Medium,September,77,High,0.20837795388020508,0.6762336354481371,1.047342923087117
2017-09-02,289.68583333333333,93.5,0.231014677728143,Medium,High,Medium,September,21,Low,0.12779324623402674,0.9536757301107757,1.3124836540729454
2017-09-03,291.9820833333333,53.208333333333336,0.20740268028079137,Medium,Low,Medium,September,15,Low,0.0336974369957903,0.4667673716012085,0.7078674888777902
2017-09-04,287.64958333333334,58.54166666666666,0.5315890236119976,Low,Low,High,September,35,Low,0.27316698793460403,0.5312185297079557,1.3359745412545574
2017-09-05,289.87666666666667,72.95833333333333,0.42437779195915765,Medium,Medium,High,September,56,Medium,0.11416910592323004,0.7054380664652569,1.2439849643476446
2017-09-06,291.76958333333334,72.91666666666667,0.4109763880025527,Medium,Medium,High,September,50,Medium,0.018526451060188364,0.704934541792548,1.134437380855289
2017-09-07,300.37,62.5,0.44352265475430763,High,Low,High,September,66,High,0.6325349230146842,0.5790533736153072,1.655110951384299
2017-09-08,296.95708333333334,70.29166666666667,0.1269942565411615,High,Medium,Low,September,46,Medium,0.3888769900763929,0.6732124874118833,1.1890837340294378
2017-09-09,295.47041666666667,69.16666666666667,0.1269942565411615,High,Medium,Low,September,20,Low,0.2827395825896597,0.6596173212487413,1.0693511603795625
2017-09-10,293.94666666666666,65.08695652173913,0.2399489470325463,Medium,Medium,Medium,September,30,Low,0.1739546893220078,0.6103156880774114,1.0242193244319655
2017-09-11,291.25901232916664,77.79166666666667,0.13592852584556478,Medium,High,Low,September,34,Low,0.015479474845913976,0.7638469284994966,0.9152549291909754
2017-09-13,295.14166666666665,74.0,0.1882578174856414,High,High,Medium,September,55,Medium,0.2592691749363426,0.718026183282981,1.1655531757049649
2017-09-14,293.3925,67.41666666666667,0.2361199744735163,Medium,Medium,Medium,September,34,Low,0.13439113776445288,0.6384692849949649,1.008980397232934
2017-09-15,293.6191666666667,67.625,0.11997447351627316,Medium,Medium,Low,September,44,Medium,0.15057352276243152,0.6409869083585097,0.9115349046372144
2017-09-16,293.7391666666667,70.29166666666667,0.12763241863433314,Medium,Medium,Low,September,16,Low,0.1591406677613609,0.6732124874118833,0.9599855738075774
2017-09-17,293.645,70.95833333333333,0.07466496490108489,Medium,Medium,Low,September,18,Low,0.1524178386996993,0.6812688821752266,0.9083516857760108
2017-09-18,293.12208333333336,74.08333333333333,0.14996809189534147,Medium,High,Low,September,51,Medium,0.11508531448561954,0.7190332326283988,0.9840866390093598
2017-09-19,294.0516666666667,72.79166666666667,0.2546266751754946,Medium,Medium,Medium,September,39,Medium,0.18145094119607202,0.7034239677744211,1.1395015841459877
2017-09-20,293.73791666666665,70.41666666666667,0.1678366305041481,Medium,Medium,Medium,September,39,Medium,0.15905142666762012,0.6747230614300103,1.0016111186017784
2017-09-21,293.5130203333333,71.70833333333333,0.4862795149968092,Medium,Medium,High,September,42,Medium,0.14299543085600216,0.690332326283988,1.3196072721367995
2017-09-22,291.0154166666667,60.79166666666666,0.1506062539885131,Medium,Low,Low,September,65,High,0.03287046952714159,0.5584088620342397,0.7418855855498944
2017-09-23,291.07916666666665,61.79166666666666,0.11805998723675816,Medium,Low,Low,September,31,Low,0.02831917374646263,0.5704934541792548,0.7168726151624756
2017-09-24,292.7008333333333,57.083333333333336,0.08615188257817487,Medium,Low,Low,September,14,Low,0.08501106589562588,0.513595166163142,0.6847581146369428
2017-09-25,295.2183333333333,29.5,0.20229738353541804,High,Low,Medium,September,43,Medium,0.2647426286856575,0.18026183282980868,0.6473018450508843
2017-09-26,295.27625,32.5,0.17868538608806642,High,Low,Medium,September,56,Medium,0.26887746602889295,0.216515609264854,0.6640784613818134
2017-09-27,294.71625,66.45833333333333,0.1193363114231015,High,Medium,Low,September,40,Medium,0.22889745603389047,0.6268882175226587,0.9751219849796506
2017-09-28,295.4862152,66.75,0.1882578174856414,High,Medium,Medium,September,50,Medium,0.2838674853049691,0.6304128902316214,1.102538193022232
2017-09-29,296.35291666666666,60.625,0.08104658583280154,High,Low,Low,September,46,Medium,0.3457437947692834,0.5563947633434039,0.9831851439454888
2017-09-30,295.09041666666667,71.66666666666667,0.1735800893426931,High,Medium,Medium,September,18,Low,0.2556102900930513,0.6898288016112791,1.1190191810470236
2017-10-01,285.73625,90.83333333333331,0.12635609444798981,Low,High,Low,October,19,Low,0.40976535541753023,0.9214501510574018,1.4575716009229218
2017-10-02,288.79791666666665,90.33333333333331,0.15252074026802812,Low,High,Medium,October,56,Medium,0.19118416981985378,0.9154078549848943,1.2591127650727763
2017-10-03,291.99291666666664,55.5,0.15890236119974477,Medium,Low,Medium,October,58,High,0.034470859808192915,0.4944612286002015,0.6878344496081391
2017-10-04,289.3691666666667,56.66666666666666,0.32418634333120616,Low,Low,High,October,43,Medium,0.1504009899812004,0.5085599194360523,0.9831472527484588
2017-10-05,289.995,71.45833333333333,0.3139757498404595,Medium,Medium,High,October,58,High,0.10572094904928565,0.6873111782477341,1.1070078771374794
2017-10-06,292.0470833333333,76.95833333333333,0.3433312061263561,Medium,High,High,October,51,Medium,0.038337973870210054,0.7537764350453172,1.1354456150418835
2017-10-07,299.5641404583333,68.375,0.30376515634971285,High,Medium,High,October,27,Low,0.5750022934961095,0.6500503524672709,1.5288178023130934
2017-10-08,297.08750000000003,71.66666666666667,0.11614550095724317,High,Medium,Low,October,26,Low,0.3981878108564807,0.6898288016112791,1.204162113425003
2017-10-09,297.1045833333333,67.54166666666667,0.15379706445437144,High,Medium,Medium,October,36,Low,0.3994074391375751,0.6399798590130917,1.1931843626050382
2017-10-10,294.5720833333333,60.208333333333336,0.11423101467772817,High,Low,Low,October,39,Medium,0.21860498322267424,0.5513595166163143,0.8841955145167166
2017-10-11,290.09625,76.29166666666667,0.1486917677089981,Medium,High,Low,October,42,Medium,0.09849242045643974,0.745720040281974,0.9929042284474119
2017-10-13,291.7420833333333,77.25,0.07019783024888324,Medium,High,Low,October,47,Medium,0.016563146997931513,0.7573011077542801,0.8440620850010948
2017-10-14,292.92425,68.66666666666667,0.029355456285896628,Medium,Medium,Low,October,29,Low,0.10096142404988089,0.6535750251762338,0.7838919055120113
2017-10-15,296.30625,54.54166666666666,0.1416719846841098,High,Low,Low,October,26,Low,0.34241212726969883,0.4828801611278952,0.9669642730817039
2017-10-16,297.57666666666665,24.875,0.053605615826419914,High,Low,Low,October,58,High,0.43311082553961183,0.1243705941591138,0.6110870355251455
2017-10-17,297.6720833333333,28.20833333333333,0.10402042118698153,High,Low,Low,October,59,High,0.43992289569501014,0.16465256797583078,0.7085958848578224
2017-10-18,297.2029166666667,48.583333333333336,0.04977664326738992,High,Low,Low,October,36,Low,0.4064277385116993,0.41087613293051367,0.8670805147096028
2017-10-19,294.2958333333333,70.91666666666667,0.16081684747925976,High,Medium,Medium,October,42,Medium,0.19888270150638931,0.6807653575025178,1.0404649064881668
2017-10-20,292.455,73.33333333333333,0.21186981493299303,Medium,Medium,Medium,October,71,High,0.06746031746031952,0.7099697885196375,0.9892999209129502
2017-10-21,291.65458333333333,55.0,0.11423101467772817,Medium,Low,Low,October,16,Low,0.010316270436214024,0.4884189325276939,0.6129662176416361
2017-10-22,294.63,35.958333333333336,0.05169112954690491,High,Low,Low,October,37,Low,0.2227398205659097,0.25830815709969795,0.5327391072125126
2017-10-23,299.035,30.043478260869566,0.14294830887045312,High,Low,Low,October,49,Medium,0.5372254349015997,0.18682954595209952,0.8670032897241523
2017-10-24,304.0458333333333,19.541666666666668,0.4058710912571794,High,Low,High,October,34,Low,0.8949632326693762,0.05991943605236658,1.3607537599789221
2017-10-25,303.2966666666667,22.791666666666668,0.05807275047862158,High,Low,Low,October,33,Low,0.841478070488566,0.09919436052366569,0.9987451814908533
2017-10-26,298.43625000000003,25.125,0.08104658583280154,High,Low,Low,October,49,Medium,0.49447895100069356,0.12739174219536759,0.7029172790288627
2017-10-27,295.45750000000004,37.91666666666666,0.05424377791959158,High,Low,Low,October,52,Medium,0.2818174246210278,0.28197381671701904,0.6180350192576385
2017-10-28,293.55916666666667,74.33333333333333,0.06062539885130824,Medium,High,Low,October,22,Low,0.14628995026296682,0.7220543806646526,0.9289697297789277
2017-10-29,291.7866666666667,87.91666666666667,0.29802169751116786,Medium,High,Medium,October,33,Low,0.019746079341286825,0.8862034239677747,1.2039712008202295
2017-10-30,291.56916666666666,76.0,0.2756860242501596,Medium,High,Medium,October,42,Medium,0.004218129030725778,0.7421953675730112,1.0220995208538965
2017-10-31,291.2733333333333,76.125,0.16336949585194643,Medium,High,Medium,October,49,Medium,0.014457057185695888,0.7437059415911381,0.9215324946287804
2017-11-01,287.225,88.375,0.20995532865347802,Low,High,Medium,November,51,Medium,0.3034792127745637,0.8917421953675733,1.4051767367956152
2017-11-02,288.1091666666667,90.33333333333331,0.22846202935545631,Low,High,Medium,November,62,High,0.24035601246995497,0.9154078549848943,1.3842258968103054
2017-11-03,291.3308333333333,65.45833333333333,0.18698149329929806,Medium,Medium,Medium,November,56,Medium,0.010351966873708719,0.6148036253776435,0.8121370855506503
2017-11-04,289.90291666666667,54.29166666666666,0.3133375877472878,Medium,Low,High,November,29,Low,0.11229504295471397,0.4798590130916414,0.9054916437936432
2017-11-05,290.90833333333336,72.75,0.46458200382897263,Medium,Medium,High,November,31,Low,0.04051545655743506,0.7029204431017121,1.2080179034881198
2017-11-06,291.0825,70.79166666666667,0.3401403956604978,Medium,Medium,High,November,75,High,0.028081197496492596,0.6792547834843908,1.047476376641381
2017-11-07,298.00625,75.625,0.3337587747287811,High,High,High,November,60,High,0.46378001475453057,0.7376636455186305,1.5352024350019422
2017-11-08,296.9504166666667,75.125,0.10402042118698153,High,High,Low,November,53,Medium,0.38840103757645283,0.731621349446123,1.2240428082095574
2017-11-09,298.6195833333333,63.41666666666666,0.2399489470325463,High,Low,Medium,November,56,Medium,0.5075676447490536,0.5901309164149043,1.3376475081965042
2017-11-10,292.9733333333333,70.875,0.10848755583918318,Medium,Medium,Low,November,59,High,0.10446562433069251,0.6802618328298088,0.8932150129996845
2017-11-11,288.83998829583334,74.79166666666667,0.09827696234843654,Low,High,Low,November,24,Low,0.18818055525808575,0.7275931520644513,1.0140506696709735
2017-11-13,288.88166666666666,75.91666666666667,0.01340140395660498,Low,High,Low,November,37,Low,0.18520501653935056,0.7411883182275933,0.9397947387235488
2017-11-14,289.8041666666667,66.25,0.06573069559668156,Medium,Medium,Low,November,45,Medium,0.11934508936008237,0.6243705941591139,0.8094463791158778
2017-11-15,291.12034090000003,59.375,0.1269942565411615,Medium,Low,Low,November,41,Medium,0.02537962685323932,0.541289023162135,0.6936629065565358
2017-11-16,292.15333333333336,55.708333333333336,0.0242501595405233,Medium,Low,Low,November,73,High,0.04592346683801508,0.4969788519637463,0.5671524783422847
2017-11-17,292.7320833333333,65.375,0.04977664326738992,Medium,Medium,Low,November,61,High,0.08724209323909698,0.6137965760322257,0.7508153125387127
2017-11-18,290.5025,74.5,0.13720485003190813,Medium,High,Low,November,19,Low,0.0694890649913153,0.7240684793554886,0.930762394378712
2017-11-19,290.4495833333333,36.16666666666666,0.07530312699425654,Medium,Low,Low,November,20,Low,0.0732669379595957,0.2608257804632426,0.40939584541709484
2017-11-20,288.97041666666667,48.875,0.08232291001914488,Low,Low,Low,November,60,High,0.17886889888389226,0.4144008056394764,0.6755926145425135
2017-11-21,292.1295833333333,46.41666666666666,0.17421825143586472,Medium,Low,Medium,November,73,High,0.04422788605697249,0.3846928499496475,0.6031389874424846
2017-11-22,295.52833333333336,30.375,0.06190172303765156,High,Low,Low,November,36,Low,0.28687441993289514,0.19083585095669692,0.5396119939272437
2017-11-23,296.7391666666667,26.291666666666668,0.08232291001914488,High,Low,Low,November,27,Low,0.37331929273458764,0.14149043303121855,0.5971326357849511
2017-11-24,294.18041666666664,47.91666666666666,0.03254626675175494,High,Low,Low,November,23,Low,0.19064277385117073,0.4028197381671701,0.6260087787700958
2017-11-25,293.02666666666664,55.833333333333336,0.028717294192724955,Medium,Low,Low,November,9,Low,0.10827324433021714,0.4984894259818732,0.6354799645048153
2017-11-26,290.4241666666667,86.66666666666667,0.07594128908742823,Medium,High,Low,November,34,Low,0.07508150686561518,0.8710976837865058,1.0221204797395491
2017-11-27,289.3645833333333,77.33333333333333,0.2878111040204212,Low,High,Medium,November,48,Medium,0.15072820732491124,0.7583081570996979,1.1968474684450303
2017-11-28,287.51279166666666,54.958333333333336,0.2010210593490747,Low,Low,Medium,November,50,Medium,0.28293293829275934,0.487915407854985,0.971869405496819
2017-11-29,289.2270833333333,58.458333333333336,0.04850031908104659,Low,Low,Low,November,37,Low,0.1605447276361833,0.5302114803625378,0.7392565270797677
2017-11-30,294.93,56.0,0.06062539885130824,High,Low,Low,November,33,Low,0.24415768306323318,0.500503524672709,0.8052866065872504
2017-12-01,285.7925,89.375,0.25335035098915126,Low,High,Medium,December,51,Medium,0.4057495061992798,0.9038267875125884,1.5629266447010195
2017-12-02,286.8775,75.75,0.20548819400127638,Low,High,Medium,December,33,Low,0.32828823683396424,0.7391742195367574,1.272950650371998
2017-12-03,290.56333333333333,81.5,0.1506062539885131,Medium,High,Low,December,19,Low,0.06514599842935809,0.8086606243705944,1.0244128767884657
2017-12-04,289.8704166666667,70.20833333333333,0.5290363752393109,Medium,Medium,High,December,34,Low,0.11461531139192183,0.6722054380664653,1.3158571246976978
2017-12-05,290.68875,76.875,0.3375877472878111,Medium,High,High,December,36,Low,0.05619214202422536,0.7527693856998994,1.1465492750119357
2017-12-06,290.6816666666667,64.625,0.4575622208040843,Medium,Medium,High,December,54,Medium,0.05669784155541371,0.6047331319234643,1.1189931942829625
2017-12-07,297.00416666666666,75.16666666666667,0.421825143586471,High,High,High,December,32,Low,0.3922384046072217,0.732124874118832,1.5461884223125248
2017-12-08,296.4941666666667,74.91666666666667,0.10912571793235483,High,High,Low,December,38,Medium,0.3558280383617738,0.7291037260825782,1.194057482376707
2017-12-09,297.54625,75.66666666666667,0.3190810465858328,High,High,High,December,20,Low,0.4309392922586332,0.7381671701913395,1.4881875090358054
2017-12-10,292.1125,72.125,0.11104020421186983,Medium,Medium,Low,December,33,Low,0.043008257775878085,0.6953675730110777,0.8494160349988256
2017-12-11,289.00375,80.70833333333333,0.07466496490108489,Low,High,Low,December,41,Medium,0.17648913638418787,0.799093655589124,1.0502477568743969
